lat,lon,u,v
62.27696615,-6.7340055,0.0,0.0
62.27695199,-6.73397415,0.0,0.0
62.27691997,-6.73392101,0.0,0.0
62.27688518,-6.73387701,0.0,0.0
62.27684696,-6.73384901,-16.6,-49.4
62.27682735,-6.73383686,-14.2,44.4
62.2767867,-6.73381615,32.0,5.0
62.27674437,-6.73380031,-29.0,-14.333333333333334
62.27672316,-6.73379252,10.333333333333334,-44.833333333333336
62.27667932,-6.73378221,-67.71428571428571,-47.857142857142854
62.27663498,-6.7337688,-27.714285714285715,55.0
62.27661252,-6.73376687,-100.42857142857143,-5.714285714285714
62.27656784,-6.73375413,-61.0,-34.42857142857143
62.27652183,-6.73374751,-39.125,-31.0
62.2764992,-6.73373996,-32.285714285714285,-73.85714285714286
62.27645284,-6.73372764,-98.28571428571429,-117.57142857142857
62.2764075,-6.73371046,-17.875,-63.625
62.27638403,-6.73370602,-74.375,-107.625
62.27633919,-6.73368213,-64.875,-69.875
62.27629367,-6.73366436,-67.75,-86.75
62.27627163,-6.73364919,-77.5,-77.0
62.27622637,-6.73362882,-100.125,-85.0
62.27618219,-6.73359898,5.666666666666667,-68.66666666666667
62.27613819,-6.73357098,-31.555555555555557,-106.22222222222223
62.27611614,-6.73355564,6.222222222222222,-58.111111111111114
62.27607247,-6.7335248,-84.22222222222223,-89.88888888888889
62.2760283,-6.73349219,-57.22222222222222,-108.11111111111111
62.27600617,-6.73347367,-0.6666666666666666,-87.77777777777777
62.27596234,-6.73343964,12.666666666666666,-20.0
62.27591984,-6.73340167,97.2,-114.7
62.2758978,-6.73338197,110.9,-224.2
62.27585496,-6.73334132,121.1,-119.6
62.27581213,-6.73329832,126.5,-129.7
62.27579067,-6.73327703,123.4,-46.3
62.27574818,-6.7332342,194.5,-173.8
62.27570535,-6.73319346,142.3,-192.1
62.27568431,-6.73317066,89.2,-83.3
62.27564131,-6.73312632,129.1,-107.7
62.27559814,-6.7330798,174.2,-185.0
62.2755538,-6.73304217,88.1,-246.5
62.27553251,-6.7330182,116.33333333333333,-141.77777777777777
62.27548851,-6.73297746,72.88888888888889,-199.77777777777777
62.27544433,-6.73293496,66.7,-151.4
62.27542187,-6.73291418,148.4,-246.8
62.27537669,-6.73287386,93.7,-137.6
62.27533051,-6.73283514,104.8,-267.7
62.27530796,-6.73281586,141.7,-258.2
62.27526052,-6.73278384,144.9090909090909,-119.45454545454545
62.27521333,-6.73275165,288.3636363636364,-175.63636363636363
62.27518919,-6.73273933,310.45454545454544,-82.0
62.27514183,-6.73270463,271.0,-305.72727272727275
62.27509313,-6.73267848,392.54545454545456,-388.0
62.27506916,-6.73266096,282.90909090909093,-147.45454545454547
62.27502013,-6.73263397,327.09090909090907,-82.45454545454545
62.27497017,-6.73260765,340.1818181818182,-63.27272727272727
62.2749462,-6.73259617,439.8181818181818,-287.0
62.27489582,-6.73257429,461.8181818181818,-402.27272727272725
62.2748452,-6.73254848,334.90909090909093,-385.8181818181818
62.2748198,-6.73253666,381.72727272727275,-477.27272727272725
62.27476967,-6.73250263,407.09090909090907,-486.6363636363636
62.27471813,-6.7324722,312.72727272727275,-492.8181818181818
62.27469265,-6.73245334,230.0909090909091,-542.0
62.27464001,-6.73241914,45.36363636363637,-506.0
62.2745877,-6.73237933,49.0,-532.0
62.27453431,-6.73234153,42.81818181818182,-352.3636363636364
62.27450749,-6.73231998,-4.545454545454546,-451.09090909090907
62.27445435,-6.73228118,-143.63636363636363,-434.6363636363636
62.27440104,-6.73223985,-154.0909090909091,-388.0
62.2743738,-6.73221764,-112.63636363636364,-455.1818181818182
62.27431999,-6.73217179,128.45454545454547,-548.5454545454545
62.27426601,-6.73212167,185.27272727272728,-559.4545454545455
62.27423818,-6.73209837,377.72727272727275,-571.1818181818181
62.27418219,-6.73204799,503.8181818181818,-626.0
62.27412519,-6.73200231,666.4545454545455,-619.7272727272727
62.27409652,-6.7319827,535.9090909090909,-684.3636363636364
62.27403869,-6.73195286,505.90909090909093,-658.9090909090909
62.27398102,-6.73193031,509.54545454545456,-771.3636363636364
62.27395152,-6.73192268,737.3636363636364,-932.6363636363636
62.27389385,-6.73190466,683.9090909090909,-731.5454545454545
62.27383501,-6.73188664,733.2727272727273,-813.0
62.2738055,-6.73187918,666.8181818181819,-1003.8181818181819
62.2737465,-6.73185982,631.6363636363636,-1071.5454545454545
62.27368715,-6.73184163,594.5454545454545,-1061.0
62.27362781,-6.73181598,581.9090909090909,-992.8181818181819
62.27359747,-6.73180668,481.72727272727275,-975.5454545454545
62.27353636,-6.7317822,498.54545454545456,-1080.090909090909
62.27347417,-6.73176552,554.3636363636364,-1121.7272727272727
62.27341181,-6.73174817,576.3636363636364,-1022.8181818181819
62.27338021,-6.73174214,626.3636363636364,-1063.090909090909
62.27331818,-6.73172571,498.1818181818182,-1035.5454545454545
62.27325465,-6.73170869,578.3636363636364,-1011.9090909090909
62.27319086,-6.73167986,509.90909090909093,-1035.7272727272727
62.27315918,-6.73166117,574.4545454545455,-1045.2727272727273
62.27309614,-6.73161649,601.3636363636364,-1063.1818181818182
62.27303236,-6.7315657,613.8181818181819,-1051.909090909091
62.27296748,-6.73151599,642.0,-1018.6363636363636
62.27293462,-6.73149336,648.2727272727273,-1236.090909090909
62.27286883,-6.73145237,779.6363636363636,-1279.7272727272727
62.27280202,-6.73141784,857.5454545454545,-1117.2727272727273
62.2727685,-6.73139747,820.0,-1080.0
62.27270085,-6.73135749,909.1818181818181,-1041.909090909091
62.27263262,-6.7313108,882.6363636363636,-1003.8181818181819
62.27259885,-6.73128851,836.4545454545455,-1083.0
62.27253154,-6.73124014,881.6363636363636,-1062.909090909091
62.27246398,-6.73119103,887.0,-1069.0
62.27239617,-6.73113629,867.7272727272727,-1089.6363636363637
62.27236231,-6.73111031,883.2727272727273,-1118.1818181818182
62.27229416,-6.73105499,776.8181818181819,-1079.8181818181818
62.27222686,-6.731,781.1818181818181,-1132.7272727272727
62.27215913,-6.73095264,801.4545454545455,-1063.7272727272727
62.27212586,-6.73092582,777.7272727272727,-1053.2727272727273
62.27205779,-6.73087746,713.0,-1036.3636363636363
62.27199065,-6.7308265,785.9090909090909,-1191.3636363636363
62.27195696,-6.73079884,793.6363636363636,-1086.5454545454545
62.27188965,-6.73074846,846.0909090909091,-967.0
62.27182201,-6.73069431,839.8181818181819,-972.6363636363636
62.27175504,-6.73064637,855.9090909090909,-1034.7272727272727
62.27172185,-6.7306255,896.8181818181819,-993.3636363636364
62.27165454,-6.73058501,832.0909090909091,-983.7272727272727
62.27158732,-6.73055182,873.9090909090909,-1100.4545454545455
62.27152085,-6.73052014,893.7272727272727,-1076.0
62.27148682,-6.73050765,946.3636363636364,-1035.6363636363637
62.27141867,-6.73048502,912.0,-1018.3636363636364
62.2713512,-6.73046633,905.8181818181819,-977.0
62.27128498,-6.73045116,851.4545454545455,-1130.909090909091
62.27121902,-6.73043615,765.4545454545455,-1104.7272727272727
62.27115347,-6.73042836,769.0909090909091,-1113.5454545454545
62.2711207,-6.73042299,752.3636363636364,-1053.3636363636363
62.27105515,-6.73041469,771.1818181818181,-1072.0
62.27098935,-6.73040296,714.3636363636364,-1056.8181818181818
62.27092314,-6.73038946,719.0,-1095.3636363636363
62.27085633,-6.73037371,772.6363636363636,-1163.909090909091
62.27078953,-6.73035384,762.3636363636364,-1144.909090909091
62.27075567,-6.73034663,862.3636363636364,-1109.090909090909
62.27068802,-6.73032702,858.2727272727273,-1047.090909090909
62.2706213,-6.73031118,838.7272727272727,-972.1818181818181
62.27055467,-6.73029936,788.2727272727273,-1021.2727272727273
62.27048703,-6.73028603,650.0,-1015.6363636363636
62.27045333,-6.73028117,783.4545454545455,-1051.8181818181818
62.27038653,-6.73027036,833.9090909090909,-1196.7272727272727
62.27032064,-6.73025929,771.6363636363636,-1034.3636363636363
62.27025367,-6.7302468,752.5454545454545,-1052.0
62.27018637,-6.73023214,755.3636363636364,-1043.8181818181818
62.27011931,-6.73021931,756.1818181818181,-1070.3636363636363
62.27008587,-6.73021135,753.9090909090909,-1043.5454545454545
62.27001864,-6.73019601,748.8181818181819,-1061.0
62.26995117,-6.730179,778.4545454545455,-1178.1818181818182
62.2698837,-6.73016282,740.4545454545455,-1147.6363636363637
62.2698158,-6.7301427,741.8181818181819,-1177.090909090909
62.26974783,-6.73012451,700.0909090909091,-1137.0
62.26971363,-6.73011085,741.9090909090909,-1237.7272727272727
62.26964565,-6.73009216,674.4545454545455,-1160.090909090909
62.26957751,-6.73006467,720.2727272727273,-1127.3636363636363
62.26950852,-6.73003516,625.5454545454545,-1106.8181818181818
62.26943987,-6.7299992,645.1818181818181,-1184.1818181818182
62.26937081,-6.72996031,699.9090909090909,-1128.090909090909
62.26933653,-6.72994036,760.4545454545455,-1201.5454545454545
62.26926813,-6.72989904,709.2727272727273,-1207.0
62.26919931,-6.72985629,694.7272727272727,-1075.909090909091
62.26913,-6.72982151,612.3636363636364,-1109.1818181818182
62.26906118,-6.72977935,656.5454545454545,-1189.4545454545455
62.26902665,-6.72976434,674.2727272727273,-1129.1818181818182
62.26895766,-6.72972713,707.6363636363636,-1046.909090909091
62.26888834,-6.72969385,650.3636363636364,-1074.0
62.26881903,-6.72965831,648.7272727272727,-977.6363636363636
62.26874979,-6.72962202,638.6363636363636,-1066.0
62.26868047,-6.72958933,640.3636363636364,-1110.0
62.26864636,-6.72957131,595.2727272727273,-1139.909090909091
62.26857712,-6.72953703,555.0,-1057.2727272727273
62.26850848,-6.72950266,741.9090909090909,-1030.090909090909
62.26843983,-6.72946553,728.9090909090909,-1063.2727272727273
62.26837152,-6.72942664,623.1818181818181,-1043.5454545454545
62.2683032,-6.72939135,549.4545454545455,-1110.2727272727273
62.26826951,-6.72936897,651.0909090909091,-1098.090909090909
62.2682017,-6.72933402,747.8181818181819,-1074.4545454545455
62.26813414,-6.72929152,753.1818181818181,-1128.8181818181818
62.26806633,-6.7292512,722.9090909090909,-1143.8181818181818
62.26799768,-6.72921332,750.0,-1047.090909090909
62.26796365,-6.7291927,713.0,-1064.6363636363637
62.26789601,-6.72915531,731.6363636363636,-1136.7272727272727
62.26782803,-6.72912003,616.2727272727273,-1112.6363636363637
62.2677593,-6.72908599,644.3636363636364,-1140.090909090909
62.26769082,-6.72905582,594.7272727272727,-1139.2727272727273
62.26762251,-6.72902171,608.5454545454545,-1137.6363636363637
62.26758848,-6.72900586,611.5454545454545,-1178.909090909091
62.2675205,-6.72896815,631.3636363636364,-1142.090909090909
62.26745219,-6.72893168,648.7272727272727,-1159.8181818181818
62.26738346,-6.7288943,624.7272727272727,-1116.090909090909
62.26731515,-6.72885717,698.5454545454545,-1213.6363636363637
62.26724583,-6.72881752,719.5454545454545,-1245.8181818181818
62.26721087,-6.72879816,742.3636363636364,-1107.0
62.26714248,-6.72875952,766.6363636363636,-1040.8181818181818
62.267074,-6.7287218,757.0,-1182.4545454545455
62.26700518,-6.72868584,743.7272727272727,-1127.6363636363637
62.26693586,-6.72865097,676.7272727272727,-1130.6363636363637
62.26686663,-6.72861669,758.4545454545455,-1328.2727272727273
62.26683252,-6.72859984,681.2727272727273,-1249.090909090909
62.26676387,-6.72856363,663.2727272727273,-1192.8181818181818
62.26669463,-6.72852768,622.0,-1119.909090909091
62.26662531,-6.72849029,654.0909090909091,-1273.909090909091
62.26655633,-6.72845182,685.0909090909091,-1123.090909090909
62.2665218,-6.72843397,715.0,-1094.7272727272727
62.26645282,-6.7283965,679.3636363636364,-1228.5454545454545
62.26638383,-6.72835601,620.6363636363636,-1219.6363636363637
62.26631451,-6.7283162,557.9090909090909,-1093.3636363636363
62.26624486,-6.72827513,496.90909090909093,-1063.4545454545455
62.26617546,-6.72823196,625.5454545454545,-1206.1818181818182
62.26614101,-6.72820983,567.2727272727273,-1253.0
62.26607102,-6.72816466,538.8181818181819,-1230.0
62.26600103,-6.72811914,568.3636363636364,-1175.7272727272727
62.26593087,-6.72807271,593.1818181818181,-1149.4545454545455
62.26585996,-6.72802719,546.0909090909091,-1238.2727272727273
62.2657893,-6.72798017,485.8181818181818,-1198.909090909091
62.26575385,-6.72795813,560.2727272727273,-1257.1818181818182
62.26568369,-6.72791387,471.09090909090907,-1269.0
62.26561354,-6.72786852,510.1818181818182,-1221.5454545454545
62.2655433,-6.72782863,563.8181818181819,-1255.2727272727273
62.26547381,-6.72778135,569.8181818181819,-1291.6363636363637
62.26543819,-6.72775947,535.5454545454545,-1303.7272727272727
62.26536769,-6.72771002,559.0,-1284.0
62.2652972,-6.72766434,548.9090909090909,-1222.5454545454545
62.26522696,-6.72762151,584.4545454545455,-1274.090909090909
62.26515681,-6.72757868,608.4545454545455,-1258.909090909091
62.26508564,-6.72754054,533.0,-1262.1818181818182
62.26505052,-6.727519,562.6363636363636,-1231.090909090909
62.26497953,-6.72748287,453.09090909090907,-1179.090909090909
62.26490887,-6.72744599,426.72727272727275,-1180.3636363636363
62.26483829,-6.72741104,400.90909090909093,-1111.8181818181818
62.26476763,-6.72737902,409.1818181818182,-1177.7272727272727
62.26469614,-6.727346,360.6363636363636,-1189.3636363636363
62.26466001,-6.72733166,326.6363636363636,-1235.1818181818182
62.26458918,-6.72730132,340.90909090909093,-1242.1818181818182
62.26451936,-6.72727684,393.27272727272725,-1195.909090909091
62.26444904,-6.72724851,349.45454545454544,-1227.4545454545455
62.26437813,-6.72722002,344.90909090909093,-1211.8181818181818
62.2643073,-6.72719663,360.09090909090907,-1223.0
62.26427168,-6.72718246,352.45454545454544,-1236.7272727272727
62.26420035,-6.72716034,367.72727272727275,-1235.2727272727273
62.26412918,-6.72713787,371.3636363636364,-1201.4545454545455
62.26405819,-6.72711365,375.54545454545456,-1223.3636363636363
62.26398753,-6.72709219,392.3636363636364,-1241.090909090909
62.26395266,-6.72707719,393.90909090909093,-1234.0
62.26388183,-6.7270528,384.45454545454544,-1240.8181818181818
62.26381101,-6.72702036,379.3636363636364,-1216.5454545454545
62.26373984,-6.72698784,404.90909090909093,-1201.7272727272727
62.26367002,-6.72695104,468.54545454545456,-1215.909090909091
62.26360037,-6.72691768,420.09090909090907,-1248.1818181818182
62.26356584,-6.72689698,432.3636363636364,-1298.1818181818182
62.26349568,-6.72685917,427.6363636363636,-1214.0
62.26342586,-6.72681416,433.54545454545456,-1330.090909090909
62.26335553,-6.72677368,456.54545454545456,-1160.8181818181818
62.26328546,-6.72673034,449.72727272727275,-1049.2727272727273
62.26321547,-6.726686,478.0,-1197.090909090909
62.26318052,-6.72666832,372.6363636363636,-1290.4545454545455
62.26311103,-6.72663035,195.27272727272728,-1116.3636363636363
62.26304037,-6.7265985,164.72727272727272,-1184.1818181818182
62.2629693,-6.7265643,104.72727272727273,-1284.909090909091
62.26289847,-6.72653597,242.27272727272728,-1321.909090909091
62.26282747,-6.72650915,297.1818181818182,-1322.2727272727273
62.26279202,-6.7264975,362.8181818181818,-1215.5454545454545
62.26272102,-6.72647654,387.72727272727275,-1218.1818181818182
62.2626502,-6.72645718,322.3636363636364,-1233.1818181818182
62.2625782,-6.72643564,274.09090909090907,-1167.5454545454545
62.26250569,-6.72641854,250.9090909090909,-1201.8181818181818
62.26246982,-6.72640865,257.3636363636364,-1207.5454545454545
62.26239832,-6.72639247,220.0,-1152.7272727272727
62.26232599,-6.72637453,265.0,-1160.909090909091
62.26225365,-6.72635417,244.0909090909091,-1253.0
62.26218148,-6.72633413,281.72727272727275,-1231.4545454545455
62.26210881,-6.7263115,228.54545454545453,-1347.2727272727273
62.26207185,-6.72629868,211.45454545454547,-1298.7272727272727
62.26199867,-6.72627538,256.72727272727275,-1334.6363636363637
62.2619265,-6.72624931,240.9090909090909,-1354.5454545454545
